year,avg
2017-10,3532500.0
2017-11,202600000.0
2017-12,4882500.0
2020-10,13895500.0
2020-11,17050000.0
2020-12,138110000.0
2021-01,17500.0
2022-05,278000000.0
2022-06,16090500.0
2022-07,9430000.0
2022-09,579600.0
2022-10,3780000.0
2022-11,137790000.0
2022-12,20850000.0
2023-01,2940000.0
